Hugo_Symbol	Entrez_Gene_Id
FBXW7	55294
FAT1	2195
FAT1	2195
APC	324
APC	324
APC	324
APC	324
CSF1R	1436
MDC1	9656
TAP2	6891
TAP2	6891
ROS1	6098
TNFAIP3	7128
IKZF1	10320
IKZF1	10320
EGFR	1956
SMO	6608
XRCC2	7516
XRCC2	7516
TGFBR1	7046
MED12	9968
IRS2	8660
KRAS	3845
TP53	7157
CDKN2A	1029
POLE	5426
IRF4	3662
SPEN	23013
ARID1A	8289
JUN	3725
PTEN	5728
TCF7L2	6934
INPPL1	3636
KMT2A	4297
KDM5A	5927
RECQL	5965
KRAS	3845
ARID2	196528
KMT2D	8085
KMT2D	8085
SH2B3	10019
PTPN11	5781
LATS2	26524
LATS2	26524
ERCC5	2073
RAD51B	5890
CD276	80381
AXIN1	8312
TRAF7	84231
TRAF7	84231
SOCS1	8651
CDH1	999
ZFHX3	463
ZFHX3	463
ANKRD11	29123
FANCA	2175
TP53	7157
NCOR1	9611
FLCN	201163
NF1	4763
CDK12	51755
SMAD4	4089
DOT1L	84444
DOT1L	84444
MAP2K2	5605
UPF1	5976
KMT2B	9757
KMT2B	9757
ERF	2077
POLD1	5424
MYCN	4613
DNMT3A	1788
DNMT3A	1788
ALK	238
MSH6	2956
NFE2L2	4780
ERG	2078
ERG	2078
EP300	2033
CTNNB1	1499
MST1R	4486
BAP1	8314
SHQ1	55164
PRKCI	5584
EPHA5	2044
EPHA5	2044
FAT1	2195
TERT	7015
IL7R	3575
PLK2	10769
MSH3	4437
RASA1	5921
FLT4	2324
EPHA7	2045
PRDM1	639
TNFAIP3	7128
ESR1	2099
CARD11	84433
EGFR	1956
PIK3CG	5294
SMO	6608
KMT2C	58508
PREX2	80243
AGO2	27161
JAK2	3717
PTCH1	5727
KDM6A	7403
SMAD4	4089
TP53	7157
APC	324
APC	324
KRAS	3845
DNMT3B	1789
SLX4	84464
KRAS	3845
TP53	7157
PIK3C2G	5288
APC	324
DNMT1	1786
APC	324
SMAD2	4087
APC	324
TP53	7157
PIK3CA	5290
MED12	9968
ERBB2	2064
KRAS	3845
FLT4	2324
FBXW7	55294
APC	324
SOX9	6662
MAP3K1	4214
PRKD1	5587
APC	324
TP53	7157
KRAS	3845
APC	324
PIK3CG	5294
APC	324
JUN	3725
TP53BP1	7158
EZH1	2145
KRAS	3845
APC	324
APC	324
PIK3CA	5290
RECQL4	9401
CIC	23152
EPHB1	2047
CDK12	51755
CDK12	51755
AMER1	139285
MTOR	2475
HLA-A	3105
TCF3	6929
TP53BP1	7158
KMT2B	9757
FGFR3	2261
SESN2	83667
CENPA	1058
RPS6KA4	8986
TET2	54790
EGFR	1956
SMO	6608
ATM	472
IRS2	8660
TERT	7015
MTOR	2475
IKBKE	9641
KMT2A	4297
RPTOR	57521
SMARCA4	6597
PIK3R2	5296
KMT2B	9757
KMT2B	9757
IRS1	3667
AURKA	6790
FAT1	2195
APC	324
FGFR4	2264
TAP2	6891
RECQL4	9401
RBM10	8241
KRAS	3845
APC	324
APC	324
NF1	4763
TBX3	6926
ERBB2	2064
APC	324
TP53	7157
BMPR1A	657
TNFAIP3	7128
KDM5A	5927
PLCG2	5336
CARD11	84433
KRAS	3845
TP53	7157
DOT1L	84444
APC	324
LATS2	26524
JUN	3725
APC	324
PREX2	80243
PIK3CA	5290
KRAS	3845
GNAS	2778
SMAD4	4089
FAM175A	0
APC	324
PIK3CA	5290
IKBKE	9641
APC	324
APC	324
PTPN11	5781
ERBB3	2065
KRAS	3845
AXL	558
APC	324
IGF1	3479
TP53	7157
DROSHA	29102
APC	324
KRAS	3845
MYD88	4615
APC	324
TBX3	6926
IGF1R	3480
SMAD2	4087
ABL1	25
KRAS	3845
TP53	7157
TCF7L2	6934
KRAS	3845
APC	324
DDR2	4921
IGF1R	3480
ASXL2	55252
ESR1	2099
AMER1	139285
KRAS	3845
ERBB3	2065
SMAD4	4089
NOTCH2	4853
KMT2D	8085
POLE	5426
ICOSLG	23308
APC	324
PIK3CA	5290
KRAS	3845
TP53	7157
DROSHA	29102
PTPRS	5802
APC	324
EGFR	1956
KRAS	3845
TP53	7157
APC	324
APC	324
RAD54L	8438
INPP4A	3631
APC	324
APC	324
KRAS	3845
TP53	7157
PIK3R1	5295
PIK3C2G	5288
INPP4B	8821
KRAS	3845
ERBB2	2064
AMER1	139285
BCL10	8915
APC	324
TERT	7015
CDK8	1024
APC	324
TP53	7157
IRS1	3667
EPHA5	2044
MAP3K1	4214
AGO2	27161
KRAS	3845
APC	324
SMAD3	4088
PDGFRA	5156
CBL	867
CDK8	1024
SMAD2	4087
FOXP1	27086
APC	324
CARD11	84433
GATA1	2623
KRAS	3845
APC	324
ATM	472
TP53	7157
APC	324
NOTCH3	4854
GATA2	2624
BRCA2	675
TCF7L2	6934
FLCN	201163
KMT2B	9757
CSF1R	1436
FBXW7	55294
KRAS	3845
PTPRT	11122
APC	324
NTRK1	4914
TCF7L2	6934
TP53	7157
WHSC1	0
KRAS	3845
APC	324
MTOR	2475
KMT2D	8085
SMARCA4	6597
LATS1	9113
MYC	4609
KRAS	3845
KRAS	3845
APC	324
MTOR	2475
KRAS	3845
TP53	7157
CDH1	999
APC	324
BRCA1	672
MGA	23269
NF1	4763
WHSC1	0
NSD1	64324
PIK3CG	5294
KRAS	3845
FBXW7	55294
APC	324
AMER1	139285
TP53	7157
FAT1	2195
APC	324
KRAS	3845
SMAD4	4089
TP53	7157
APC	324
ERBB2	2064
NUF2	83540
EPHA5	2044
APC	324
APC	324
EPHA7	2045
RET	5979
KRAS	3845
SMAD3	4088
TP53	7157
AXIN2	8313
SMAD2	4087
ARID1B	57492
TP53	7157
KRAS	3845
APC	324
CASP8	841
KRAS	3845
SMAD3	4088
CBFB	865
TP53	7157
BRCA1	672
APC	324
SPEN	23013
ARID1A	8289
JUN	3725
MCL1	4170
PGR	5241
KDM5A	5927
KRAS	3845
KMT2D	8085
GLI1	2735
HNF1A	6927
POLE	5426
TSHR	7253
TP53BP1	7158
MAP2K1	5604
BLM	641
IGF1R	3480
ERBB2	2064
RNF43	54894
PPM1D	8493
SOX9	6662
PTPRS	5802
DNMT1	1786
JAK3	3718
KMT2B	9757
CIC	23152
IRS1	3667
ASXL1	171023
SRC	6714
TGFBR2	7048
MST1R	4486
PBRM1	55193
FOXP1	27086
GSK3B	2932
KDR	3791
HLA-B	3106
TAP1	6890
SMO	6608
KMT2C	58508
KDM6A	7403
RBM10	8241
AMER1	139285
KRAS	3845
TP53	7157
APC	324
MTOR	2475
TP53	7157
PTPRT	11122
FBXW7	55294
KRAS	3845
FBXW7	55294
APC	324
SMAD4	4089
FGFR4	2264
TERT	7015
TP53	7157
APC	324
APC	324
KDM5A	5927
KDM6A	7403
SOX9	6662
KRAS	3845
PIK3CA	5290
TP53	7157
TP53	7157
NCOR1	9611
PIK3CA	5290
GNAS	2778
ERBB3	2065
CTNNB1	1499
TGFBR2	7048
HNF1A	6927
B2M	567
TP53	7157
CTCF	10664
RPS6KA4	8986
RB1	5925
GRIN2A	2903
KRAS	3845
FBXW7	55294
POLD1	5424
GLI1	2735
KDM5A	5927
SOX9	6662
ERBB4	2066
B2M	567
EZH2	2146
TCF7L2	6934
BCOR	54880
CTCF	10664
RPS6KA4	8986
BCOR	54880
AR	367
ARID1B	57492
MLH1	4292
NOTCH1	4851
RUNX1	861
B2M	567
XPO1	7514
INPPL1	3636
MSH3	4437
INPPL1	3636
RECQL	5965
KMT2B	9757
PIK3CD	5293
CSF3R	1441
MPL	4352
MPL	4352
BCL10	8915
DDR2	4921
RFWD2	64326
RFWD2	64326
CDC73	79577
IKBKE	9641
RET	5979
RPS6KB2	6199
KDM5A	5927
ARID2	196528
KMT2D	8085
KMT2D	8085
KMT2D	8085
KMT2D	8085
SH2B3	10019
RB1	5925
CYSLTR2	57105
SLX4	84464
ZFHX3	463
ANKRD11	29123
TP53	7157
NCOR1	9611
CDK12	51755
EZH1	2145
RPTOR	57521
SMAD2	4087
MALT1	10892
STK11	6794
TCF3	6929
PTPRS	5802
KEAP1	9817
NOTCH3	4854
NOTCH3	4854
KMT2B	9757
KMT2B	9757
AKT2	208
AKT2	208
PPP2R1A	5518
MYCN	4613
DNMT3A	1788
DNMT3A	1788
ERBB4	2066
ERBB4	2066
DNMT3B	1789
GNAS	2778
FOXP1	27086
FOXP1	27086
WHSC1	7468
EPHA5	2044
INPP4B	8821
FAT1	2195
FAT1	2195
FAT1	2195
TERT	7015
PIK3R1	5295
RAD50	10111
FGFR4	2264
FLT4	2324
HLA-B	3106
NOTCH4	4855
NOTCH4	4855
TAP2	6891
PARK2	5071
CARD11	84433
CARD11	84433
CARD11	84433
PMS2	5395
PRDM14	63978
JAK2	3717
CDKN2A	1029
NTRK2	4915
SYK	6850
RXRA	6256
TRAF2	7186
BCOR	54880
GATA1	2623
KDM5C	8242
MED12	9968
BTK	695
ARID1A	8289
KRAS	3845
SMAD4	4089
KMT2D	8085
SPOP	8405
KMT2B	9757
RTEL1	51750
KRAS	3845
APC	324
ATM	472
TP53	7157
FBXW7	55294
APC	324
EPHA7	2045
TEK	7010
KRAS	3845
APC	324
TP53	7157
PTEN	5728
REL	5966
AMER1	139285
APC	324
KRAS	3845
SMAD4	4089
EIF4A2	1974
NOTCH1	4851
TBX3	6926
SOX9	6662
MST1R	4486
KRAS	3845
TP53	7157
PIK3CA	5290
APC	324
APC	324
ALK	238
PTPRT	11122
AXIN2	8313
BARD1	580
SETD2	29072
DROSHA	29102
SOX17	64321
KRAS	3845
RAD54L	8438
APC	324
TP53	7157
ARID1A	8289
PTPRT	11122
KRAS	3845
APC	324
CARD11	84433
FLT3	2322
CDK6	1021
KRAS	3845
TERT	7015
SMAD3	4088
SMAD3	4088
POLD1	5424
CTNNB1	1499
RAD50	10111
KRAS	3845
TP53	7157
APC	324
SMAD4	4089
TRAF7	84231
GATA2	2624
APC	324
ARID1A	8289
KRAS	3845
SLX4	84464
TP53	7157
PTPRS	5802
APC	324
APC	324
KRAS	3845
APC	324
TP53	7157
AMER1	139285
APC	324
FGFR4	2264
TP53	7157
PIK3CA	5290
KRAS	3845
APC	324
SMAD4	4089
APC	324
ZFHX3	463
BCOR	54880
TP53	7157
KRAS	3845
APC	324
PLCG2	5336
APC	324
AMER1	139285
CREBBP	1387
SOX9	6662
EPHA5	2044
KRAS	3845
APC	324
APC	324
TP53	7157
TET2	54790
PTPRS	5802
RAD51C	5889
CSF3R	1441
ERCC3	2071
EPHA7	2045
NOTCH1	4851
APC	324
KRAS	3845
CTNNB1	1499
BARD1	580
MUTYH	4595
CDC73	79577
SOX9	6662
SMAD4	4089
APC	324
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
FBXW7	55294
CIC	23152
HLA-B	3106
HLA-B	3106
INHBA	3624
KRAS	3845
TP53	7157
GRIN2A	2903
APC	324
SMAD4	4089
IGF1	3479
BRIP1	83990
KRAS	3845
TP53	7157
APC	324
PTPRT	11122
SMAD4	4089
PIK3CA	5290
AMER1	139285
KRAS	3845
TP53	7157
APC	324
PIK3CG	5294
APC	324
APC	324
KRAS	3845
ZFHX3	463
PTPRT	11122
SOX17	64321
ARID1A	8289
EPHB1	2047
ARID1B	57492
TCF7L2	6934
FLCN	201163
CTNNB1	1499
APC	324
SESN1	27244
TP53	7157
KRAS	3845
RPTOR	57521
KDM5A	5927
RNF43	54894
NOTCH3	4854
KRAS	3845
TBX3	6926
DNMT1	1786
PBRM1	55193
APC	324
APC	324
KRAS	3845
PTEN	5728
APC	324
NRAS	4893
NOTCH3	4854
FGF19	9965
TP53	7157
AXIN2	8313
KRAS	3845
TP53	7157
APC	324
CDC73	79577
CREBBP	1387
CREBBP	1387
GATA2	2624
ATR	545
FAT1	2195
TP53	7157
APC	324
KRAS	3845
ROS1	6098
APC	324
KRAS	3845
TP53	7157
SMAD4	4089
APC	324
APC	324
GLI1	2735
SOX9	6662
MSH2	4436
IDH1	3417
KDR	3791
TNFAIP3	7128
AMER1	139285
PIK3CA	5290
KRAS	3845
FBXW7	55294
MAP2K4	6416
TBX3	6926
APC	324
KRAS	3845
KRAS	3845
PIK3CA	5290
APC	324
APC	324
FGF3	2248
FANCA	2175
DICER1	23405
ERRFI1	54206
SPEN	23013
SPEN	23013
ARID1A	8289
RRAGC	64121
FUBP1	8880
NTRK1	4914
TET1	80312
BMPR1A	657
SUFU	51684
TCF7L2	6934
INPPL1	3636
KMT2A	4297
KMT2A	4297
CHEK1	1111
KRAS	3845
KRAS	3845
ARID2	196528
ARID2	196528
GLI1	2735
GLI1	2735
MDM2	4193
HNF1A	6927
POLE	5426
SMAD3	4088
IGF1R	3480
TRAF7	84231
MAPK3	5595
CTCF	10664
ZFHX3	463
FLCN	201163
NF1	4763
BRCA1	672
RNF43	54894
RNF43	54894
AXIN2	8313
SMAD4	4089
PTPRS	5802
PTPRS	5802
INSR	3643
NOTCH3	4854
BABAM1	29086
KMT2B	9757
KMT2B	9757
CIC	23152
POLD1	5424
DNMT3A	1788
ASXL2	55252
CTLA4	1493
PDCD1	5133
PDCD1	5133
PAK7	57144
GNAS	2778
CTNNB1	1499
SETD2	29072
RHOA	387
MITF	4286
PIK3CB	5291
PIK3CA	5290
PIK3CA	5290
PIK3CA	5290
RICTOR	253260
MAP3K1	4214
MSH3	4437
RASA1	5921
RAD50	10111
NSD1	64324
NSD1	64324
HIST1H3E	8353
MDC1	9656
TAP1	6890
VEGFA	7422
ETV1	2115
MET	4233
FGFR1	2260
JAK2	3717
BCOR	54880
STAG2	10735
KRAS	3845
GRIN2A	2903
TP53	7157
MAP2K4	6416
PBRM1	55193
PIK3CA	5290
APC	324
BCOR	54880
AMER1	139285
TP53	7157
APC	324
KRAS	3845
MITF	4286
APC	324
KMT2B	9757
ARID5B	84159
VEGFA	7422
KRAS	3845
APC	324
TSHR	7253
KRAS	3845
APC	324
ARID1A	8289
CDK12	51755
DOT1L	84444
APC	324
PIK3CA	5290
PIK3CA	5290
KRAS	3845
APC	324
KMT2D	8085
MTOR	2475
RB1	5925
APC	324
JAK2	3717
TGFBR1	7046
TGFBR1	7046
KRAS	3845
APC	324
CARD11	84433
AMER1	139285
KMT2C	58508
TCF7L2	6934
ARID2	196528
KMT2D	8085
NCOA3	8202
CARD11	84433
HGF	3082
KRAS	3845
APC	324
TP53	7157
FBXW7	55294
SMAD2	4087
ARID1A	8289
ROS1	6098
SMAD3	4088
HGF	3082
SOX9	6662
SMAD2	4087
HGF	3082
KRAS	3845
APC	324
DDR2	4921
APC	324
NTRK2	4915
KRAS	3845
APC	324
MTOR	2475
FBXW7	55294
SOX9	6662
CIC	23152
MST1	4485
KMT2C	58508
TP53	7157
APC	324
KRAS	3845
PTPN11	5781
SMAD3	4088
BLM	641
SMAD2	4087
MEF2B	100271849
KMT2B	9757
FAT1	2195
HIST1H3G	8355
AMER1	139285
APC	324
KRAS	3845
SMAD4	4089
AMER1	139285
TP53	7157
STK40	83931
PTPRT	11122
FOXP1	27086
APC	324
JAK2	3717
KRAS	3845
SMARCB1	6598
PAK1	5058
SLX4	84464
SOX9	6662
SDHA	6389
KRAS	3845
TP53	7157
SMAD4	4089
PTEN	5728
NTRK3	4916
CTNNB1	1499
KRAS	3845
APC	324
TP53	7157
WT1	7490
PTPRS	5802
SLX4	84464
TP53	7157
SMAD4	4089
KRAS	3845
APC	324
SMAD4	4089
ERBB2	2064
PARK2	5071
PIK3C3	5289
SOS1	6654
CTNNB1	1499
MITF	4286
EPHA5	2044
APC	324
AMER1	139285
TP53	7157
PIK3CA	5290
KRAS	3845
SF3B1	23451
BRD4	23476
BRCA2	675
SOX9	6662
CTNNB1	1499
TSC2	7249
KRAS	3845
TP53	7157
SMAD2	4087
PTPRS	5802
APC	324
APC	324
SMAD3	4088
ARID1A	8289
ELF3	1999
CDKN1B	1027
SOX9	6662
SMAD2	4087
FBXW7	55294
TP53	7157
AMER1	139285
KRAS	3845
PIK3CD	5293
PGR	5241
RNF43	54894
BABAM1	29086
SETD2	29072
EPHB1	2047
KRAS	3845
TERT	7015
PIK3CA	5290
NOTCH4	4855
EPHB1	2047
TCF7L2	6934
SMAD4	4089
SOX9	6662
SMAD4	4089
APC	324
GNAS	2778
KRAS	3845
KRAS	3845
TP53	7157
APC	324
APC	324
U2AF1	7307
MGA	23269
KRAS	3845
TP53	7157
NKX2-1	7080
AGO2	27161
PIK3CA	5290
TP53	7157
APC	324
KRAS	3845
MYOD1	4654
NOTCH3	4854
APC	324
DOT1L	84444
PIK3CA	5290
PIK3CA	5290
PIK3CA	5290
APC	324
APC	324
KRAS	3845
GATA3	2625
ATM	472
FLT3	2322
AXIN2	8313
ERBB4	2066
EP300	2033
INPP4B	8821
NOTCH4	4855
PTPRD	5789
KDM6A	7403
KRAS	3845
KRAS	3845
PIK3C3	5289
PIK3CA	5290
APC	324
APC	324
APC	324
LATS1	9113
KRAS	3845
TP53	7157
APC	324
PAK7	57144
TP53	7157
APC	324
KRAS	3845
PARK2	5071
ERBB4	2066
EPHB1	2047
CALR	811
KRAS	3845
TP53	7157
APC	324
APC	324
SOX17	64321
STAT5A	6776
AXL	558
APC	324
KMT2C	58508
TP53	7157
PTPRS	5802
ERBB3	2065
KRAS	3845
CREBBP	1387
SPEN	23013
SETD2	29072
APC	324
KRAS	3845
SMAD4	4089
APC	324
BAP1	8314
ATM	472
ATR	545
KRAS	3845
APC	324
TP53	7157
H3F3A	3020
KMT2D	8085
APC	324
EGFR	1956
ARAF	369
PIK3CA	5290
TP53	7157
KRAS	3845
FANCA	2175
SRC	6714
CTNNB1	1499
APC	324
KRAS	3845
TP53	7157
APC	0
PIK3CA	5290
APC	0
E2F3	0
KMT2B	0
MED12	0
KRAS	3845
TP53	7157
AMER1	139285
RARA	0
EPHA7	0
SOX9	0
APC	0
APC	0
APC	0
INHBA	0
BCOR	0
KRAS	3845
TP53	7157
APC	324
APC	0
FBXW7	0
NSD1	0
IRF4	0
KRAS	3845
TP53	7157
APC	0
RPS6KA4	0
KMT2D	8085
NOTCH4	0
RNF43	54894
FLT4	0
B2M	567
FBXW7	0
FBXW7	55294
TGFBR2	0
TERT	0
FLT4	0
KDM5A	5927
B2M	0
INPPL1	3636
AGO2	27161
PIK3R1	0
KMT2D	0
TP53	0
INHBA	0
ZFHX3	463
KMT2B	0
MUTYH	0
SDHC	0
SHOC2	0
KRAS	0
ERBB3	0
POLE	0
LATS2	0
BRCA2	0
RB1	0
TSC2	0
CDK12	0
PTPRS	5802
PTPRS	0
SMARCA4	0
AKT2	0
ALK	0
IRS1	0
ICOSLG	0
MAP3K13	0
EPHA5	0
FBXW7	0
MAP3K1	0
PDGFRB	0
HLA-B	0
ARID1B	0
IKZF1	0
IKZF1	0
BRAF	0
KMT2C	0
JAK2	0
BCOR	0
MED12	0
ATRX	0
KRAS	3845
SMAD4	4089
APC	324
APC	0
SESN1	0
RXRA	0
KRAS	3845
CYLD	0
TP53	0
KIT	0
FBXW7	0
APC	0
KRAS	3845
TP53	7157
APC	324
APC	324
APC	324
PIK3CA	5290
APC	0
TET1	0
PIK3CG	0
SMAD4	0
KRAS	0
EPHB1	0
ASXL1	0
RAD50	0
KRAS	3845
TP53	7157
FBXW7	55294
TCF7L2	0
RRAS	0
MED12	0
ATRX	0
KRAS	3845
APC	0
APC	324
APC	324
PTPRD	0
PTPRT	11122
TP53	0
NF1	0
PTPRT	0
KRAS	3845
APC	324
AR	0
AMER1	139285
ARID1A	0
SOX9	0
APC	0
MDC1	0
TGFBR1	0
KRAS	3845
SMAD4	4089
CSF3R	0
TP53	0
XPO1	0
APC	0
TP53	7157
KRAS	3845
TP53	7157
ATM	0
SMAD4	0
BRCA2	0
CTNNB1	0
KRAS	3845
TP53	0
EPHA3	0
EZH2	0
KRAS	3845
TP53	7157
MPL	0
PRKD1	0
IRS1	0
CTNNB1	0
KRAS	3845
APC	324
TP53	0
PTPRT	0
PPP6C	0
BRCA2	0
MGA	0
KRAS	3845
PIK3CA	5290
FBXW7	0
APC	0
SMAD3	0
SMAD2	0
AURKA	0
APC	0
SPEN	0
ARID1A	0
CSF3R	0
MPL	4352
RAD54L	0
NOTCH2	0
NOTCH2	0
MCL1	0
RFWD2	0
HIST3H3	0
GATA3	0
ARID5B	0
TET1	0
PTEN	0
PTEN	0
PTEN	0
RPS6KB2	0
FGF19	0
FGF4	0
KDM5A	5927
PIK3C2G	0
KRAS	3845
ARID2	0
KMT2D	0
KMT2D	0
FLT3	0
BRCA2	0
PRKD1	0
NKX2-1	0
AKT1	0
SPRED1	0
BLM	0
IGF1R	0
AXIN1	0
AXIN1	8312
TSC2	0
TSC2	0
SLX4	0
CREBBP	0
CREBBP	1387
GRIN2A	2903
SOCS1	0
CYLD	1540
CTCF	0
CTCF	0
ZFHX3	0
ZFHX3	0
PLCG2	0
ANKRD11	0
FANCA	0
GPS2	0
TP53	7157
ALOX12B	0
MAP2K4	6416
STAT5B	6777
STAT5B	0
HOXB13	0
RNF43	54894
BRIP1	0
RPTOR	0
PTPRS	5802
DNAJB1	0
CIC	0
CIC	23152
BBC3	0
POLD1	0
EPAS1	0
INPP4A	0
ERCC3	0
PAK7	0
ASXL1	0
PTPRT	0
NCOA3	0
NF2	0
EP300	0
FOXL2	0
FOXL2	0
PIK3CA	0
DCUN1D1	0
RICTOR	0
MAP3K1	0
PLK2	0
APC	0
APC	0
IRF4	0
E2F3	0
HIST1H3B	0
HLA-A	0
CCND3	0
EPHA7	0
SESN1	0
SESN1	0
TNFAIP3	0
ARID1B	0
PMS2	0
ETV1	0
INHBA	0
FGFR1	0
NBN	0
CDKN2A	0
KLF4	0
KLF4	0
PPP6C	0
PPP6C	0
TSC1	0
TSC1	0
NOTCH1	0
EIF1AX	0
BCOR	0
BCOR	0
ARAF	0
AR	0
ATRX	0
STAG2	0
RICTOR	0
NOTCH4	0
RNF43	0
KRAS	3845
PIK3CA	5290
APC	324
PTPRT	0
TP53	7157
PIK3CA	5290
KRAS	3845
APC	324
FBXW7	55294
RBM10	0
NOTCH2	0
MGA	0
TP53BP1	0
SOX9	0
TRAF2	0
KDM6A	0
TP53	7157
KRAS	3845
APC	324
PTPRS	0
APC	324
PIK3CA	0
AMER1	139285
KRAS	3845
BRAF	673
APC	324
SMAD3	0
SMAD3	0
SMAD3	0
SLX4	84464
SMAD2	0
AKT1	207
KRAS	3845
TERT	7015
MTOR	0
APC	324
ELF3	0
SMAD3	0
SMAD2	0
NOTCH3	4854
APC	324
APC	324
APC	0
TP53	7157
KRAS	3845
IRS1	0
STK11	0
PIK3R2	0
PIK3CA	5290
APC	324
KRAS	3845
SOX9	6662
KMT2D	0
KRAS	3845
TP53	0
PTPRT	0
APC	0
APC	324
TP53	0
KRAS	3845
PMS2	0
TERT	7015
ERBB3	0
PIK3CA	5290
APC	324
PRDM1	0
KRAS	3845
APC	0
TGFBR1	0
PTPN11	0
BLM	0
APC	0
PIK3CA	5290
TP53	7157
APC	0
SMAD4	4089
APC	324
KRAS	3845
AR	0
EPHA3	0
ELF3	0
PARP1	0
KIT	0
KIT	0
ARID1B	0
AMER1	0
KRAS	3845
PIK3CA	5290
APC	324
MITF	0
ARID1A	0
APC	324
KRAS	3845
TP53	7157
APC	324
SMAD4	4089
SMO	0
KRAS	3845
TP53	7157
KMT2C	0
TCF7L2	0
EPAS1	0
MAP3K1	0
APC	0
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
SMAD3	4088
SMARCA4	0
SETD2	0
CARD11	0
CTNNB1	0
SOX9	0
PTPRD	0
SMAD3	0
SMAD3	0
SMAD3	0
CREBBP	0
ANKRD11	0
SMAD2	0
SMAD2	0
PTPRT	11122
FOXP1	0
DROSHA	0
FYN	0
KRAS	3845
PIK3CA	5290
APC	324
EPHA5	0
ATM	0
IGF1R	0
AXIN2	0
APC	0
RBM10	0
KRAS	3845
TP53	7157
APC	324
IRF4	0
PMS1	0
KRAS	3845
TP53	7157
APC	324
SMAD4	0
MGA	0
GRIN2A	0
GNAS	0
AMER1	0
APC	0
KRAS	3845
TP53	7157
APC	0
PRKD1	0
HIST3H3	0
RET	0
MYOD1	0
APC	0
FLT4	0
KRAS	3845
TP53	7157
APC	324
APC	324
APC	0
RBM10	0
PTEN	0
SMAD3	0
PIK3R1	0
TP53	7157
KRAS	3845
APC	324
PLCG2	0
EPCAM	0
FLT4	0
APC	0
APC	324
APC	324
BRAF	0
TP53	7157
KRAS	0
BRIP1	0
FLT4	0
TP53	7157
KRAS	3845
ELF3	0
SMARCA4	0
FAT1	0
MLL3	0
KRAS	3845
TP53	7157
APC	0
ARID1A	0
ERBB2	2064
APC	324
KRAS	3845
APC	324
TET1	0
LATS2	0
MGA	0
MLL4	0
RTEL1	0
MAP3K1	0
KRAS	3845
TP53	7157
APC	324
PIK3C3	0
CSF1R	1436
KRAS	3845
SMAD4	0
TP53	7157
EPHA3	0
ATR	0
KRAS	3845
TP53	7157
APC	324
APC	0
KDR	0
KMT2A	0
PRKAR1A	0
DOT1L	0
FBXW7	55294
KRAS	3845
SMAD4	4089
PIK3CA	5290
SOX17	0
APC	0
SMAD4	0
TP63	0
APC	0
MED12	0
KRAS	3845
APC	324
TP53	7157
KIT	3815
APC	0
EGFR	0
PIK3CA	5290
PIK3CA	5290
APC	324
TGFBR2	7048
KRAS	3845
AMER1	139285
ALOX12B	0
CTNNB1	0
FBXW7	0
APC	0
KRAS	3845
TP53	7157
FOXP1	0
KRAS	3845
APC	324
TP53	7157
MDM4	0
NTRK1	0
KMT2A	0
APC	0
TP53	7157
APC	324
APC	0
KRAS	3845
TBX3	0
TP53BP1	0
NKX3-1	0
AMER1	0
KRAS	3845
FBXW7	0
ATM	0
NCOR1	0
SOX9	0
FBXW7	0
PTPRD	0
APC	0
PIK3CA	5290
APC	324
APC	0
KRAS	3845
MTOR	2475
CREBBP	1387
CDKN1B	0
TGFBR2	0
KMT2C	0
TP53	7157
KRAS	3845
TCF7L2	0
JAK1	3716
PTPRS	0
PIK3C2G	0
APC	0
KMT2D	0
ASXL2	0
NFE2L2	0
MITF	0
APC	0
KRAS	3845
GRIN2A	0
TP53	0
APC	0
CXCR4	0
APC	0
PPP6C	0
KRAS	3845
PIK3CA	5290
TP53	7157
APC	324
EPHB1	0
EPHA3	0
WWTR1	25937
APC	0
MDC1	0
NOTCH4	0
EPHA7	0
KRAS	3845
TP53	7157
APC	324
INHBA	0
FH	0
STAT3	0
PIK3CA	5290
TP53	7157
MAP2K4	0
IDH2	0
KRAS	0
CTNNB1	0
KRAS	3845
POLD1	0
MYOD1	0
STAT3	0
GNA11	0
APC	0
TP53	7157
APC	324
KRAS	3845
PGR	0
ASXL1	0
KRAS	3845
TP53	7157
APC	324
PGR	0
CSDE1	0
PRKD1	0
SMAD2	0
EPCAM	0
EPCAM	0
ESR1	0
KRAS	3845
XPO1	7514
TP53	7157
APC	0
SPEN	0
FGF3	0
FLT1	0
PIK3CA	5290
APC	324
KRAS	3845
TCF7L2	0
APC	0
TCF7L2	0
WT1	0
ARID2	0
KMT2B	0
APC	0
FGFR2	0
KRAS	3845
POLE	0
MGA	23269
TP53	0
SMAD4	4089
CASP8	0
BARD1	0
NCOA3	0
BAP1	0
BAP1	0
EPHB1	0
APC	0
RAD50	0
KDM5C	0
AMER1	0
TP53	7157
KRAS	3845
APC	324
KDR	0
HIST1H3E	0
PLCG2	0
EP300	0
FAT1	0
CARD11	0
NKX3-1	0
PREX2	0
KRAS	3845
TP53	7157
ERBB3	0
SMAD4	0
CTNNB1	0
TP53	7157
BRAF	673
APC	324
KRAS	3845
ZFHX3	0
SOX9	6662
EPHB1	0
APC	0
HGF	0
KRAS	3845
SDHA	0
TP53	0
KRAS	3845
APC	324
APC	324
MTOR	0
TET1	0
MAP2K4	0
STAT5A	0
